Airport Name,Flight Date,Origin State,Phase of flight,Time of day
LAMBERT-ST LOUIS INTL,14-08-93,Missouri,Approach,Dusk
JOHN F KENNEDY INTL,14-08-93,New York,Climb,Day
GEORGE BUSH INTERCONTINENTAL,14-08-93,Texas,Climb,Day
SALT LAKE CITY INTL,15-08-93,Utah,Climb,Day
CHARLESTON AFB/INTL ARPT,15-08-93,South Carolina,Take-off run,Day
NEWARK LIBERTY INTL ARPT,15-08-93,New Jersey,Approach,Day
DALLAS/FORT WORTH INTL ARPT,15-08-93,Texas,Approach,Day
PHOENIX SKY HARBOR,16-08-93,Arizona,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,16-08-93,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,16-08-93,Louisiana,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,16-08-93,North Carolina,Approach,Night
HOUSTON-HOBBY,17-08-93,Texas,Take-off run,Day
CHARLESTON AFB/INTL ARPT,18-08-93,South Carolina,Climb,Day
CHARLESTON AFB/INTL ARPT,18-08-93,South Carolina,Climb,Day
CHARLESTON AFB/INTL ARPT,18-08-93,South Carolina,Climb,Day
ATLANTA INTL,18-08-93,Georgia,Approach,Day
ATLANTA INTL,18-08-93,Georgia,Landing Roll,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,18-08-93,Kentucky,Landing Roll,Day
WASHINGTON DULLES INTL ARPT,19-08-93,DC,Approach,Night
ORLANDO INTL,20-08-93,Florida,Taxi,Day
LOGAN INTL,20-08-93,Massachusetts,Take-off run,Day
CHARLESTON AFB/INTL ARPT,20-08-93,South Carolina,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,20-08-93,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,20-08-93,Louisiana,Take-off run,Night
CHICAGO O'HARE INTL ARPT,20-08-93,Illinois,Climb,Day
CHARLESTON AFB/INTL ARPT,20-08-93,South Carolina,Take-off run,Day
EPPLEY AIRFIELD,20-08-93,Nebraska,Landing Roll,Night
DALLAS/FORT WORTH INTL ARPT,21-08-93,Texas,Approach,Day
GREATER PITTSBURGH,21-08-93,Pennsylvania,Descent,Day
SALT LAKE CITY INTL,22-08-93,Utah,Approach,Day
NASHVILLE INTL,22-08-93,Tennessee,Approach,Dusk
SACRAMENTO INTL,22-08-93,California,Take-off run,Day
CHICAGO O'HARE INTL ARPT,23-08-93,Illinois,Take-off run,Day
CHARLESTON AFB/INTL ARPT,24-08-93,South Carolina,Climb,Dusk
BARKSDALE AIR FORCE BASE ARPT,24-08-93,Louisiana,Approach,Night
NASHVILLE INTL,24-08-93,Tennessee,Take-off run,Day
SEATTLE-TACOMA INTL,24-08-93,Washington,Approach,Day
NASHVILLE INTL,24-08-93,Tennessee,Parked,Day
LOUISVILLE INTL ARPT,25-08-93,Kentucky,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,25-08-93,Texas,Climb,Day
DALLAS/FORT WORTH INTL ARPT,27-08-93,Texas,Approach,Day
SEATTLE-TACOMA INTL,28-08-93,Washington,Approach,Dusk
INDIANAPOLIS INTL,28-08-93,Indiana,Approach,Day
CLEVELAND-HOPKINS INTL ARPT,28-08-93,Ohio,Approach,Day
HOUSTON-HOBBY,28-08-93,Texas,Approach,Day
NEW ORLEANS INTL,28-08-93,Louisiana,Take-off run,Day
PORT COLUMBUS INTL,28-08-93,Ohio,Approach,Night
AUSTIN-BERGSTROM INTL,29-08-93,Texas,Take-off run,Day
MINNEAPOLIS-ST PAUL INTL,29-08-93,Minnesota,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,29-08-93,Kentucky,Climb,Day
ORLANDO INTL,29-08-93,Florida,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,30-08-93,Louisiana,Approach,Day
NEWARK LIBERTY INTL ARPT,30-08-93,New Jersey,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,30-08-93,Louisiana,Climb,Night
CHARLOTTE/DOUGLAS INTL ARPT,30-08-93,North Carolina,Approach,Day
SACRAMENTO INTL,31-08-93,California,Climb,Day
MINNEAPOLIS-ST PAUL INTL,31-08-93,Minnesota,Climb,Night
DALLAS/FORT WORTH INTL ARPT,31-08-93,Texas,Approach,Day
LOUISVILLE INTL ARPT,31-08-93,Kentucky,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,31-08-93,Texas,Approach,Night
NASHVILLE INTL,01-09-93,Tennessee,Landing Roll,Day
CHARLOTTE/DOUGLAS INTL ARPT,01-09-93,North Carolina,Approach,Dusk
SAN FRANCISCO INTL ARPT,01-09-93,California,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,02-09-93,Louisiana,Approach,Night
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,03-09-93,Kentucky,Descent,Night
NASHVILLE INTL,03-09-93,Tennessee,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,03-09-93,Texas,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,03-09-93,Louisiana,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,03-09-93,Texas,Approach,Night
DALLAS/FORT WORTH INTL ARPT,03-09-93,Texas,Approach,Night
SAN ANTONIO INTL,03-09-93,Texas,Approach,Night
DALLAS/FORT WORTH INTL ARPT,03-09-93,Texas,Approach,Night
GREATER PITTSBURGH,04-09-93,Pennsylvania,Approach,Day
LOUISVILLE INTL ARPT,04-09-93,Kentucky,Approach,Night
LOS ANGELES INTL,04-09-93,California,Climb,Day
NEW ORLEANS INTL,06-09-93,Louisiana,Take-off run,Day
JOHN F KENNEDY INTL,06-09-93,New York,Approach,Night
NASHVILLE INTL,07-09-93,Tennessee,Approach,Day
EPPLEY AIRFIELD,07-09-93,Nebraska,Approach,Day
NASHVILLE INTL,08-09-93,Tennessee,Climb,Day
EPPLEY AIRFIELD,08-09-93,Nebraska,Take-off run,Night
ATLANTIC CITY INTL,08-09-93,New Jersey,Take-off run,Day
LOS ANGELES INTL,08-09-93,California,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,09-09-93,Louisiana,Approach,Day
PHOENIX SKY HARBOR,09-09-93,Arizona,Descent,Night
BARKSDALE AIR FORCE BASE ARPT,10-09-93,Louisiana,Climb,Night
LOUISVILLE INTL ARPT,13-09-93,Kentucky,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,13-09-93,Louisiana,Approach,Night
SALT LAKE CITY INTL,14-09-93,Utah,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,15-09-93,Louisiana,Approach,Day
RONALD REAGAN WASHINGTON NATL,15-09-93,DC,Approach,Night
CHICAGO MIDWAY INTL ARPT,15-09-93,Illinois,Approach,Day
NASHVILLE INTL,15-09-93,Tennessee,Approach,Day
GREATER PITTSBURGH,16-09-93,Pennsylvania,Approach,Night
DALLAS/FORT WORTH INTL ARPT,16-09-93,Texas,Take-off run,Day
PORT COLUMBUS INTL,16-09-93,Ohio,Take-off run,Day
INDIANAPOLIS INTL,16-09-93,Indiana,Landing Roll,Night
DALLAS/FORT WORTH INTL ARPT,17-09-93,Texas,Take-off run,Dawn
LAMBERT-ST LOUIS INTL,17-09-93,Missouri,Approach,Day
LOUISVILLE INTL ARPT,18-09-93,Kentucky,Approach,Day
DALLAS/FORT WORTH INTL ARPT,18-09-93,Texas,Approach,Day
LOUISVILLE INTL ARPT,18-09-93,Kentucky,Approach,Night
LAMBERT-ST LOUIS INTL,18-09-93,Missouri,Climb,Day
CHICAGO O'HARE INTL ARPT,19-09-93,Illinois,Approach,Night
SALT LAKE CITY INTL,19-09-93,Utah,Approach,Day
GREATER PITTSBURGH,19-09-93,Pennsylvania,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,20-09-93,Texas,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,20-09-93,Louisiana,Take-off run,Day
NEWARK LIBERTY INTL ARPT,20-09-93,New Jersey,Approach,Night
NEWARK LIBERTY INTL ARPT,20-09-93,New Jersey,Approach,Night
WASHINGTON DULLES INTL ARPT,20-09-93,DC,Approach,Dawn
LAMBERT-ST LOUIS INTL,20-09-93,Missouri,Approach,Day
CHICAGO O'HARE INTL ARPT,21-09-93,Illinois,Take-off run,Day
LOS ANGELES INTL,21-09-93,California,Approach,Day
DALLAS/FORT WORTH INTL ARPT,21-09-93,Texas,Approach,Day
LOUISVILLE INTL ARPT,21-09-93,Kentucky,Climb,Night
SACRAMENTO INTL,21-09-93,California,Approach,Night
JOHN F KENNEDY INTL,22-09-93,New York,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,22-09-93,North Carolina,Climb,Night
CHARLESTON AFB/INTL ARPT,23-09-93,South Carolina,Approach,Day
SALT LAKE CITY INTL,23-09-93,Utah,Approach,Night
LOUISVILLE INTL ARPT,23-09-93,Kentucky,Approach,Night
SALT LAKE CITY INTL,24-09-93,Utah,Approach,Dusk
ATLANTA INTL,24-09-93,Georgia,Approach,Night
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,24-09-93,Kentucky,Approach,Night
LAMBERT-ST LOUIS INTL,24-09-93,Missouri,Approach,Dawn
EPPLEY AIRFIELD,25-09-93,Nebraska,Take-off run,Dawn
AUSTIN-BERGSTROM INTL,25-09-93,Texas,Approach,Night
LAGUARDIA NY,25-09-93,New York,Descent,Night
SAN ANTONIO INTL,25-09-93,Texas,Climb,Dawn
CHARLESTON AFB/INTL ARPT,25-09-93,South Carolina,Climb,Day
CHICAGO O'HARE INTL ARPT,25-09-93,Illinois,Landing Roll,Dusk
DALLAS/FORT WORTH INTL ARPT,26-09-93,Texas,Approach,Day
CHICAGO O'HARE INTL ARPT,26-09-93,Illinois,Approach,Night
CHICAGO O'HARE INTL ARPT,26-09-93,Illinois,Climb,Day
DALLAS/FORT WORTH INTL ARPT,26-09-93,Texas,Approach,Night
CHICAGO O'HARE INTL ARPT,27-09-93,Illinois,Approach,Night
EPPLEY AIRFIELD,27-09-93,Nebraska,Approach,Night
NASHVILLE INTL,27-09-93,Tennessee,Approach,Night
WILL ROGERS WORLD ARPT,27-09-93,Oklahoma,Climb,Day
ATLANTA INTL,27-09-93,Georgia,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,27-09-93,North Carolina,Climb,Night
CHARLOTTE/DOUGLAS INTL ARPT,27-09-93,North Carolina,Climb,Night
SEATTLE-TACOMA INTL,28-09-93,Washington,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,28-09-93,Louisiana,Take-off run,Day
CHARLESTON AFB/INTL ARPT,28-09-93,South Carolina,Approach,Night
CLEVELAND-HOPKINS INTL ARPT,28-09-93,Ohio,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,28-09-93,Kentucky,Approach,Dusk
CHICAGO O'HARE INTL ARPT,29-09-93,Illinois,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,29-09-93,Louisiana,Approach,Day
RONALD REAGAN WASHINGTON NATL,29-09-93,DC,Approach,Day
ORLANDO INTL,29-09-93,Florida,Landing Roll,Day
PORT COLUMBUS INTL,30-09-93,Ohio,Take-off run,Day
CHARLESTON AFB/INTL ARPT,30-09-93,South Carolina,Approach,Night
DALLAS/FORT WORTH INTL ARPT,01-10-93,Texas,Approach,Day
KANSAS CITY INTL,01-10-93,Missouri,Take-off run,Dawn
KANSAS CITY INTL,01-10-93,Missouri,Climb,Day
NASHVILLE INTL,01-10-93,Tennessee,Landing Roll,Day
EPPLEY AIRFIELD,01-10-93,Nebraska,Take-off run,Day
MINNEAPOLIS-ST PAUL INTL,01-10-93,Minnesota,Approach,Night
DALLAS/FORT WORTH INTL ARPT,02-10-93,Texas,Approach,Day
GREATER PITTSBURGH,02-10-93,Pennsylvania,Take-off run,Day
EPPLEY AIRFIELD,02-10-93,Nebraska,Climb,Day
DALLAS/FORT WORTH INTL ARPT,03-10-93,Texas,Climb,Dusk
MEMPHIS INTL,03-10-93,Tennessee,Climb,Day
DALLAS/FORT WORTH INTL ARPT,03-10-93,Texas,Approach,Night
CHICAGO O'HARE INTL ARPT,04-10-93,Illinois,Climb,Night
GREATER PITTSBURGH,04-10-93,Pennsylvania,Landing Roll,Dusk
LOS ANGELES INTL,05-10-93,California,Approach,Night
NEWARK LIBERTY INTL ARPT,05-10-93,New Jersey,Approach,Night
CHICAGO O'HARE INTL ARPT,05-10-93,Illinois,Climb,Night
LOUISVILLE INTL ARPT,05-10-93,Kentucky,Climb,Night
GREATER PITTSBURGH,06-10-93,Pennsylvania,Take-off run,Day
CHARLOTTE/DOUGLAS INTL ARPT,06-10-93,North Carolina,Approach,Day
DALLAS/FORT WORTH INTL ARPT,06-10-93,Texas,Approach,Day
EPPLEY AIRFIELD,06-10-93,Nebraska,Take-off run,Day
CHARLESTON AFB/INTL ARPT,07-10-93,South Carolina,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,07-10-93,Louisiana,Take-off run,Night
DALLAS/FORT WORTH INTL ARPT,08-10-93,Texas,Landing Roll,Day
SAN ANTONIO INTL,08-10-93,Texas,Take-off run,Dusk
CHARLESTON AFB/INTL ARPT,09-10-93,South Carolina,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,09-10-93,Texas,Climb,Night
DALLAS/FORT WORTH INTL ARPT,10-10-93,Texas,Landing Roll,Day
GEORGE BUSH INTERCONTINENTAL,10-10-93,Texas,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,10-10-93,Texas,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,10-10-93,Texas,Take-off run,Day
NASHVILLE INTL,10-10-93,Tennessee,Approach,Night
PHILADELPHIA INTL,10-10-93,Pennsylvania,Climb,Night
DALLAS/FORT WORTH INTL ARPT,13-10-93,Texas,Climb,Dawn
GEORGE BUSH INTERCONTINENTAL,13-10-93,Texas,Landing Roll,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,13-10-93,Kentucky,Approach,Day
PHOENIX SKY HARBOR,14-10-93,Arizona,Approach,Day
DALLAS/FORT WORTH INTL ARPT,14-10-93,Texas,Climb,Day
SEATTLE-TACOMA INTL,15-10-93,Washington,Approach,Night
LOUISVILLE INTL ARPT,15-10-93,Kentucky,Approach,Night
MEMPHIS INTL,17-10-93,Tennessee,Climb,Night
LOGAN INTL,18-10-93,Massachusetts,Approach,Night
WASHINGTON DULLES INTL ARPT,18-10-93,DC,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,18-10-93,Louisiana,Take-off run,Night
INDIANAPOLIS INTL,18-10-93,Indiana,Approach,Day
JOHN F KENNEDY INTL,18-10-93,New York,Approach,Day
BALTIMORE WASH INTL,18-10-93,Maryland,Climb,Night
JOHN F KENNEDY INTL,19-10-93,New York,Approach,Dawn
NASHVILLE INTL,20-10-93,Tennessee,Approach,Day
KANSAS CITY INTL,20-10-93,Missouri,Approach,Night
EPPLEY AIRFIELD,20-10-93,Nebraska,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,21-10-93,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,21-10-93,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,21-10-93,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,21-10-93,Louisiana,Climb,Night
NASHVILLE INTL,21-10-93,Tennessee,Climb,Night
DALLAS/FORT WORTH INTL ARPT,22-10-93,Texas,Climb,Dawn
JOHN F KENNEDY INTL,22-10-93,New York,Climb,Day
ATLANTIC CITY INTL,22-10-93,New Jersey,Landing Roll,Day
NEWARK LIBERTY INTL ARPT,23-10-93,New Jersey,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,24-10-93,North Carolina,Approach,Day
EPPLEY AIRFIELD,24-10-93,Nebraska,Taxi,Day
GREATER PITTSBURGH,24-10-93,Pennsylvania,Approach,Dawn
LAGUARDIA NY,25-10-93,New York,Approach,Night
PHILADELPHIA INTL,25-10-93,Pennsylvania,Approach,Night
FORT LAUDERDALE/HOLLYWOOD INTL,25-10-93,Florida,Climb,Day
HONOLULU INTL ARPT,25-10-93,Hawaii,Landing Roll,Day
LOUISVILLE INTL ARPT,26-10-93,Kentucky,Approach,Night
LOUISVILLE INTL ARPT,26-10-93,Kentucky,Approach,Night
NEWARK LIBERTY INTL ARPT,26-10-93,New Jersey,Approach,Night
DALLAS/FORT WORTH INTL ARPT,26-10-93,Texas,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,26-10-93,Louisiana,Climb,Night
HONOLULU INTL ARPT,27-10-93,Hawaii,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,27-10-93,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,27-10-93,Louisiana,Take-off run,Night
NASHVILLE INTL,28-10-93,Tennessee,Approach,Night
ORLANDO INTL,28-10-93,Florida,Take-off run,Day
PHILADELPHIA INTL,28-10-93,Pennsylvania,Approach,Night
LOUISVILLE INTL ARPT,30-10-93,Kentucky,Approach,Night
GREATER PITTSBURGH,30-10-93,Pennsylvania,Approach,Dawn
GEORGE BUSH INTERCONTINENTAL,31-10-93,Texas,Approach,Day
DALLAS/FORT WORTH INTL ARPT,31-10-93,Texas,Climb,Day
SALT LAKE CITY INTL,01-11-93,Utah,Approach,Night
PHILADELPHIA INTL,01-11-93,Pennsylvania,Climb,Night
BALTIMORE WASH INTL,01-11-93,Maryland,Approach,Night
NEWARK LIBERTY INTL ARPT,02-11-93,New Jersey,Approach,Night
NEWARK LIBERTY INTL ARPT,02-11-93,New Jersey,Approach,Night
PHILADELPHIA INTL,03-11-93,Pennsylvania,Descent,Day
PHILADELPHIA INTL,03-11-93,Pennsylvania,Approach,Night
BALTIMORE WASH INTL,03-11-93,Maryland,Climb,Night
PHOENIX SKY HARBOR,03-11-93,Arizona,Approach,Dusk
NEWARK LIBERTY INTL ARPT,04-11-93,New Jersey,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,05-11-93,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,05-11-93,Louisiana,Approach,Night
GEORGE BUSH INTERCONTINENTAL,05-11-93,Texas,Climb,Night
NEW ORLEANS INTL,07-11-93,Louisiana,Landing Roll,Day
LAGUARDIA NY,07-11-93,New York,Approach,Night
SAN ANTONIO INTL,07-11-93,Texas,Take-off run,Dawn
NEW ORLEANS INTL,07-11-93,Louisiana,Climb,Day
BALTIMORE WASH INTL,08-11-93,Maryland,Approach,Night
SACRAMENTO INTL,09-11-93,California,Approach,Day
LOGAN INTL,09-11-93,Massachusetts,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,10-11-93,Louisiana,Approach,Day
NEWARK LIBERTY INTL ARPT,10-11-93,New Jersey,Approach,Night
CHARLESTON AFB/INTL ARPT,10-11-93,South Carolina,Approach,Night
DALLAS/FORT WORTH INTL ARPT,11-11-93,Texas,Approach,Night
TETERBORO AIRPORT,11-11-93,New Jersey,Approach,Night
LAGUARDIA NY,12-11-93,New York,Climb,Day
METRO OAKLAND INTL,12-11-93,California,Approach,Night
LAMBERT-ST LOUIS INTL,13-11-93,Missouri,Climb,Day
CHICAGO O'HARE INTL ARPT,13-11-93,Illinois,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,15-11-93,Louisiana,Approach,Night
PHILADELPHIA INTL,16-11-93,Pennsylvania,Climb,Night
LOS ANGELES INTL,16-11-93,California,Approach,Day
ORLANDO INTL,16-11-93,Florida,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,17-11-93,Louisiana,Approach,Night
ORLANDO INTL,18-11-93,Florida,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,19-11-93,Louisiana,Take-off run,Night
RONALD REAGAN WASHINGTON NATL,19-11-93,DC,Approach,Day
EPPLEY AIRFIELD,19-11-93,Nebraska,Approach,Day
GEORGE BUSH INTERCONTINENTAL,21-11-93,Texas,Approach,Night
GEORGE BUSH INTERCONTINENTAL,22-11-93,Texas,Take-off run,Dawn
DALLAS/FORT WORTH INTL ARPT,23-11-93,Texas,Take-off run,Dusk
ORLANDO INTL,25-11-93,Florida,Landing Roll,Day
NEW ORLEANS INTL,27-11-93,Louisiana,Climb,Night
BALTIMORE WASH INTL,29-11-93,Maryland,Climb,Day
MEMPHIS INTL,29-11-93,Tennessee,Take-off run,Day
PORT COLUMBUS INTL,30-11-93,Ohio,Take-off run,Night
PHILADELPHIA INTL,30-11-93,Pennsylvania,Approach,Night
LOS ANGELES INTL,01-12-93,California,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,01-12-93,Texas,Landing Roll,Dusk
RONALD REAGAN WASHINGTON NATL,04-12-93,DC,Approach,Night
DALLAS/FORT WORTH INTL ARPT,08-12-93,Texas,Landing Roll,Day
GREATER PITTSBURGH,12-12-93,Pennsylvania,Climb,Night
SAN FRANCISCO INTL ARPT,12-12-93,California,Approach,Night
SAN FRANCISCO INTL ARPT,12-12-93,California,Climb,Day
SACRAMENTO INTL,14-12-93,California,Approach,Night
NEW ORLEANS INTL,15-12-93,Louisiana,Climb,Dawn
DALLAS/FORT WORTH INTL ARPT,15-12-93,Texas,Approach,Day
CHARLESTON AFB/INTL ARPT,17-12-93,South Carolina,Approach,Day
DALLAS/FORT WORTH INTL ARPT,18-12-93,Texas,Climb,Night
DALLAS/FORT WORTH INTL ARPT,19-12-93,Texas,Approach,Dawn
RONALD REAGAN WASHINGTON NATL,22-12-93,DC,Approach,Night
WASHINGTON DULLES INTL ARPT,29-12-93,DC,Climb,Day
DALLAS/FORT WORTH INTL ARPT,29-12-93,Texas,Landing Roll,Day
RONALD REAGAN WASHINGTON NATL,31-12-93,DC,Approach,Night
NASHVILLE INTL,01-01-94,Tennessee,Approach,Day
ORLANDO INTL,01-01-94,Florida,Approach,Night
LAMBERT-ST LOUIS INTL,02-01-94,Missouri,Approach,Day
RONALD REAGAN WASHINGTON NATL,02-01-94,DC,Approach,Day
CHICAGO O'HARE INTL ARPT,04-01-94,Illinois,Climb,Night
SEATTLE-TACOMA INTL,04-01-94,Washington,Climb,Night
NEW ORLEANS INTL,04-01-94,Louisiana,Approach,Day
LIHUE ARPT,04-01-94,Hawaii,Take-off run,Day
LOGAN INTL,09-01-94,Massachusetts,Climb,Dusk
DALLAS/FORT WORTH INTL ARPT,10-01-94,Texas,Approach,Day
CHICAGO O'HARE INTL ARPT,14-01-94,Illinois,Approach,Day
WILL ROGERS WORLD ARPT,15-01-94,Oklahoma,Take-off run,Day
SACRAMENTO INTL,20-01-94,California,Climb,Dawn
RONALD REAGAN WASHINGTON NATL,20-01-94,DC,Approach,Day
DALLAS/FORT WORTH INTL ARPT,20-01-94,Texas,Take-off run,Day
ATLANTA INTL,23-01-94,Georgia,Take-off run,Day
FORT LAUDERDALE/HOLLYWOOD INTL,24-01-94,Florida,Approach,Day
SAN ANTONIO INTL,24-01-94,Texas,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,25-01-94,Kentucky,Take-off run,Night
DALLAS/FORT WORTH INTL ARPT,26-01-94,Texas,Approach,Day
HONOLULU INTL ARPT,27-01-94,Hawaii,Climb,Day
SACRAMENTO INTL,29-01-94,California,Approach,Day
SACRAMENTO INTL,29-01-94,California,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,02-02-94,Louisiana,Approach,Dawn
CHICAGO O'HARE INTL ARPT,02-02-94,Illinois,Approach,Day
SALT LAKE CITY INTL,06-02-94,Utah,Climb,Day
LOS ANGELES INTL,06-02-94,California,Approach,Day
INDIANAPOLIS INTL,06-02-94,Indiana,Landing Roll,Day
SACRAMENTO INTL,08-02-94,California,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,08-02-94,Louisiana,Approach,Day
DALLAS/FORT WORTH INTL ARPT,08-02-94,Texas,Take-off run,Day
ORLANDO INTL,10-02-94,Florida,Approach,Day
SACRAMENTO INTL,11-02-94,California,Landing Roll,Night
NEWARK LIBERTY INTL ARPT,12-02-94,New Jersey,Approach,Day
RONALD REAGAN WASHINGTON NATL,14-02-94,DC,Climb,Day
SALT LAKE CITY INTL,15-02-94,Utah,Approach,Night
NASHVILLE INTL,17-02-94,Tennessee,Approach,Dusk
CHICAGO O'HARE INTL ARPT,18-02-94,Illinois,Approach,Night
SAN FRANCISCO INTL ARPT,18-02-94,California,Landing Roll,Day
RONALD REAGAN WASHINGTON NATL,18-02-94,DC,Approach,Dusk
NASHVILLE INTL,20-02-94,Tennessee,Approach,Dusk
BARKSDALE AIR FORCE BASE ARPT,24-02-94,Louisiana,Take-off run,Night
PORTLAND INTL (OR),25-02-94,Oregon,Approach,Day
NASHVILLE INTL,27-02-94,Tennessee,Climb,Day
SACRAMENTO INTL,28-02-94,California,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,28-02-94,Louisiana,Approach,Night
CHICAGO O'HARE INTL ARPT,28-02-94,Illinois,Approach,Day
NASHVILLE INTL,28-02-94,Tennessee,Approach,Dusk
SAN FRANCISCO INTL ARPT,02-03-94,California,Landing Roll,Day
ORLANDO INTL,03-03-94,Florida,Approach,Night
RONALD REAGAN WASHINGTON NATL,04-03-94,DC,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,04-03-94,Louisiana,Approach,Night
CLEVELAND-HOPKINS INTL ARPT,04-03-94,Ohio,Landing Roll,Day
METRO OAKLAND INTL,04-03-94,California,Take-off run,Day
PORTLAND INTL (OR),05-03-94,Oregon,Landing Roll,Night
ORLANDO INTL,08-03-94,Florida,Approach,Day
LOGAN INTL,08-03-94,Massachusetts,Climb,Night
CHARLOTTE/DOUGLAS INTL ARPT,09-03-94,North Carolina,Approach,Day
INDIANAPOLIS INTL,09-03-94,Indiana,Climb,Dusk
CHICAGO O'HARE INTL ARPT,12-03-94,Illinois,Take-off run,Day
GEORGE BUSH INTERCONTINENTAL,13-03-94,Texas,Climb,Day
ATLANTA INTL,13-03-94,Georgia,Approach,Day
MINETA SAN JOSE INTL,15-03-94,California,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,15-03-94,Louisiana,Approach,Night
DALLAS/FORT WORTH INTL ARPT,15-03-94,Texas,Climb,Dawn
DALLAS/FORT WORTH INTL ARPT,16-03-94,Texas,Take-off run,Day
PORTLAND INTL (OR),18-03-94,Oregon,Approach,Dawn
SACRAMENTO INTL,18-03-94,California,Landing Roll,Day
CHARLESTON AFB/INTL ARPT,18-03-94,South Carolina,Approach,Day
CHARLOTTE/DOUGLAS INTL ARPT,18-03-94,North Carolina,Approach,Day
DALLAS/FORT WORTH INTL ARPT,18-03-94,Texas,Approach,Day
AUSTIN-BERGSTROM INTL,19-03-94,Texas,Approach,Night
INDIANAPOLIS INTL,20-03-94,Indiana,Approach,Night
PORTLAND INTL (OR),21-03-94,Oregon,Approach,Day
DALLAS/FORT WORTH INTL ARPT,22-03-94,Texas,Descent,Night
LOUISVILLE INTL ARPT,22-03-94,Kentucky,Approach,Day
CHICAGO O'HARE INTL ARPT,23-03-94,Illinois,Take-off run,Day
METRO OAKLAND INTL,23-03-94,California,Approach,Night
HOUSTON-HOBBY,24-03-94,Texas,Landing Roll,Day
MINETA SAN JOSE INTL,26-03-94,California,Climb,Day
WASHINGTON DULLES INTL ARPT,28-03-94,DC,Approach,Dusk
SACRAMENTO INTL,29-03-94,California,Climb,Day
RONALD REAGAN WASHINGTON NATL,29-03-94,DC,Approach,Night
RONALD REAGAN WASHINGTON NATL,30-03-94,DC,Descent,Night
HONOLULU INTL ARPT,31-03-94,Hawaii,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,01-04-94,Kentucky,Landing Roll,Day
CHICAGO O'HARE INTL ARPT,01-04-94,Illinois,Climb,Night
RONALD REAGAN WASHINGTON NATL,02-04-94,DC,Approach,Day
ATLANTA INTL,03-04-94,Georgia,Landing Roll,Day
MINETA SAN JOSE INTL,03-04-94,California,Take-off run,Day
